image,pins,outputs
0.png,"[(0, 0), (4, 0), (8, 0), (12, 0), (16, 0), (20, 0), (24, 0), (0, 4), (4, 4), (8, 4), (12, 4), (16, 4), (20, 4), (24, 4), (0, 8), (4, 8), (8, 8), (12, 8), (16, 8), (20, 8), (24, 8), (0, 12), (4, 12), (8, 12), (12, 12), (16, 12), (20, 12), (24, 12), (0, 16), (4, 16), (8, 16), (12, 16), (16, 16), (20, 16), (24, 16), (0, 20), (4, 20), (8, 20), (12, 20), (16, 20), (20, 20), (24, 20), (0, 24), (4, 24), (8, 24), (12, 24), (16, 24), (20, 24), (24, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0.1921568661928177, 0.26274510473012924, 0, 0, 3.5098039731383324, 7.019607923924923, 0, 5.333333380520344, 12.784313876647502, 3.5882353861816227, 0, 13.78039225190878, 18.156862907111645, 0, 11.92549026850611, 26.537255125585943, 15.964706105645746, 9.125490345060825, 22.12549038231373, 15.537255063652992, 0, 14.184313833713531, 21.3058825628832, 14.266666849609464, 26.71372573869303, 22.60392176453024, 4.243137308396399, 0, 12.30980408936739, 13.858823724091053, 2.858823582995683, 13.65490205725655, 9.788235368207097, 0.007843137718737125, 0, 4.803921610116959, 4.803921610116959, 0, 0, 0, 0]"
1.png,"[(0, 0), (4, 0), (8, 0), (12, 0), (16, 0), (20, 0), (24, 0), (0, 4), (4, 4), (8, 4), (12, 4), (16, 4), (20, 4), (24, 4), (0, 8), (4, 8), (8, 8), (12, 8), (16, 8), (20, 8), (24, 8), (0, 12), (4, 12), (8, 12), (12, 12), (16, 12), (20, 12), (24, 12), (0, 16), (4, 16), (8, 16), (12, 16), (16, 16), (20, 16), (24, 16), (0, 20), (4, 20), (8, 20), (12, 20), (16, 20), (20, 20), (24, 20), (0, 24), (4, 24), (8, 24), (12, 24), (16, 24), (20, 24), (24, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.290196107700467, 7.5568628162145615, 7.603921636939049, 2.3098039478063583, 0, 0.03921568766236305, 6.623529482632875, 16.5294118989259, 16.270588375627995, 22.925490386784077, 13.454902037978172, 0, 6.549019638448954, 23.09411781281233, 16.96078446879983, 2.9647059068083763, 19.796078599989414, 15.568627551198006, 0, 19.529411882162094, 29.450980570167303, 6.6039216555655, 7.596078563481569, 16.243137495592237, 4.882353022694588, 0, 11.384313793852925, 21.223529571667314, 18.70980406552553, 17.02352962642908, 7.505882488563657, 0, 0, 0.5019607860594988, 4.600000070407987, 10.278431490063667, 6.137254986912012, 0.27843138575553894, 0]"
2.png,"[(0, 0), (4, 0), (8, 0), (12, 0), (16, 0), (20, 0), (24, 0), (0, 4), (4, 4), (8, 4), (12, 4), (16, 4), (20, 4), (24, 4), (0, 8), (4, 8), (8, 8), (12, 8), (16, 8), (20, 8), (24, 8), (0, 12), (4, 12), (8, 12), (12, 12), (16, 12), (20, 12), (24, 12), (0, 16), (4, 16), (8, 16), (12, 16), (16, 16), (20, 16), (24, 16), (0, 20), (4, 20), (8, 20), (12, 20), (16, 20), (20, 20), (24, 20), (0, 24), (4, 24), (8, 24), (12, 24), (16, 24), (20, 24), (24, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0.1921568661928177, 0.26274510473012924, 0, 0, 3.5098039731383324, 7.019607923924923, 0, 5.333333380520344, 12.784313876647502, 3.5882353861816227, 0, 13.78039225190878, 18.156862907111645, 0, 11.92549026850611, 26.537255125585943, 15.964706105645746, 9.125490345060825, 22.12549038231373, 15.537255063652992, 0, 14.184313833713531, 21.3058825628832, 14.266666849609464, 26.71372573869303, 22.60392176453024, 4.243137308396399, 0, 12.30980408936739, 13.858823724091053, 2.858823582995683, 13.65490205725655, 9.788235368207097, 0.007843137718737125, 0, 4.803921610116959, 4.803921610116959, 0, 0, 0, 0]"
3.png,"[(0, 0), (4, 0), (8, 0), (12, 0), (16, 0), (20, 0), (24, 0), (0, 4), (4, 4), (8, 4), (12, 4), (16, 4), (20, 4), (24, 4), (0, 8), (4, 8), (8, 8), (12, 8), (16, 8), (20, 8), (24, 8), (0, 12), (4, 12), (8, 12), (12, 12), (16, 12), (20, 12), (24, 12), (0, 16), (4, 16), (8, 16), (12, 16), (16, 16), (20, 16), (24, 16), (0, 20), (4, 20), (8, 20), (12, 20), (16, 20), (20, 20), (24, 20), (0, 24), (4, 24), (8, 24), (12, 24), (16, 24), (20, 24), (24, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.125490203499794, 5.650980442762375, 16.772549122571945, 11.929411850869656, 0, 0, 1.9137255176901817, 12.9411765858531, 23.51372565701604, 23.55294132232666, 11.725490275770426, 0, 6.26274511218071, 19.30196090787649, 21.980392325669527, 13.490196198225021, 2.97647063434124, 0.0313725508749485, 0, 9.980392172932625, 18.121568705886602, 5.803921613842249, 0.05882352963089943, 0, 0, 0, 0.7333333343267441, 0.7647058852016926, 0, 0, 0, 0]"
4.png,"[(0, 0), (4, 0), (8, 0), (12, 0), (16, 0), (20, 0), (24, 0), (0, 4), (4, 4), (8, 4), (12, 4), (16, 4), (20, 4), (24, 4), (0, 8), (4, 8), (8, 8), (12, 8), (16, 8), (20, 8), (24, 8), (0, 12), (4, 12), (8, 12), (12, 12), (16, 12), (20, 12), (24, 12), (0, 16), (4, 16), (8, 16), (12, 16), (16, 16), (20, 16), (24, 16), (0, 20), (4, 20), (8, 20), (12, 20), (16, 20), (20, 20), (24, 20), (0, 24), (4, 24), (8, 24), (12, 24), (16, 24), (20, 24), (24, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.50980394333601, 3.2313725724816322, 0, 0, 0, 0, 6.952941255643964, 20.101960925385356, 13.831372641026974, 0, 0, 0, 2.611764743924141, 15.513725649565458, 24.65882373228669, 24.556862898170948, 15.141176521778107, 8.603921614587307, 0, 4.752941250801086, 21.431372741237283, 24.454902173951268, 20.95686289295554, 16.200000070035458, 13.321568753570318, 0, 1.5803921967744827, 13.584313832223415, 10.88235304877162, 1.0078431703150272, 0, 2.0274510122835636, 0, 0, 0, 0, 0, 0, 0]"
5.png,"[(0, 0), (4, 0), (8, 0), (12, 0), (16, 0), (20, 0), (24, 0), (0, 4), (4, 4), (8, 4), (12, 4), (16, 4), (20, 4), (24, 4), (0, 8), (4, 8), (8, 8), (12, 8), (16, 8), (20, 8), (24, 8), (0, 12), (4, 12), (8, 12), (12, 12), (16, 12), (20, 12), (24, 12), (0, 16), (4, 16), (8, 16), (12, 16), (16, 16), (20, 16), (24, 16), (0, 20), (4, 20), (8, 20), (12, 20), (16, 20), (20, 20), (24, 20), (0, 24), (4, 24), (8, 24), (12, 24), (16, 24), (20, 24), (24, 24)]","[0, 0, 0.6509803980588913, 3.109804019331932, 1.8352941870689392, 0, 0, 0, 1.6941176801919937, 8.592157006263733, 15.454902186989784, 10.517647236585617, 0, 0, 0, 0.9568627774715424, 3.513725608587265, 10.149019747972488, 11.835294291377068, 0, 0, 0, 0, 0, 9.541176591068506, 10.839215833693743, 0, 0, 0, 0.007843137718737125, 2.603921608068049, 16.941176673397422, 21.03529436700046, 14.54901984333992, 8.529411911964417, 0, 4.243137345649302, 12.2823530966416, 16.57647072710097, 15.949019776657224, 14.54901984333992, 8.529411911964417, 0, 2.9019608348608017, 4.360784389078617, 0.886274516582489, 0, 0, 0]"
6.png,"[(0, 0), (4, 0), (8, 0), (12, 0), (16, 0), (20, 0), (24, 0), (0, 4), (4, 4), (8, 4), (12, 4), (16, 4), (20, 4), (24, 4), (0, 8), (4, 8), (8, 8), (12, 8), (16, 8), (20, 8), (24, 8), (0, 12), (4, 12), (8, 12), (12, 12), (16, 12), (20, 12), (24, 12), (0, 16), (4, 16), (8, 16), (12, 16), (16, 16), (20, 16), (24, 16), (0, 20), (4, 20), (8, 20), (12, 20), (16, 20), (20, 20), (24, 20), (0, 24), (4, 24), (8, 24), (12, 24), (16, 24), (20, 24), (24, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0.1921568661928177, 0.26274510473012924, 0, 0, 3.5098039731383324, 7.019607923924923, 0, 5.333333380520344, 12.784313876647502, 3.5882353861816227, 0, 13.78039225190878, 18.156862907111645, 0, 11.92549026850611, 26.537255125585943, 15.964706105645746, 9.125490345060825, 22.12549038231373, 15.537255063652992, 0, 14.184313833713531, 21.3058825628832, 14.266666849609464, 26.71372573869303, 22.60392176453024, 4.243137308396399, 0, 12.30980408936739, 13.858823724091053, 2.858823582995683, 13.65490205725655, 9.788235368207097, 0.007843137718737125, 0, 4.803921610116959, 4.803921610116959, 0, 0, 0, 0]"
7.png,"[(0, 0), (4, 0), (8, 0), (12, 0), (16, 0), (20, 0), (24, 0), (0, 4), (4, 4), (8, 4), (12, 4), (16, 4), (20, 4), (24, 4), (0, 8), (4, 8), (8, 8), (12, 8), (16, 8), (20, 8), (24, 8), (0, 12), (4, 12), (8, 12), (12, 12), (16, 12), (20, 12), (24, 12), (0, 16), (4, 16), (8, 16), (12, 16), (16, 16), (20, 16), (24, 16), (0, 20), (4, 20), (8, 20), (12, 20), (16, 20), (20, 20), (24, 20), (0, 24), (4, 24), (8, 24), (12, 24), (16, 24), (20, 24), (24, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.125490203499794, 5.650980442762375, 16.772549122571945, 11.929411850869656, 0, 0, 1.9137255176901817, 12.9411765858531, 23.51372565701604, 23.55294132232666, 11.725490275770426, 0, 6.26274511218071, 19.30196090787649, 21.980392325669527, 13.490196198225021, 2.97647063434124, 0.0313725508749485, 0, 9.980392172932625, 18.121568705886602, 5.803921613842249, 0.05882352963089943, 0, 0, 0, 0.7333333343267441, 0.7647058852016926, 0, 0, 0, 0]"
8.png,"[(0, 0), (4, 0), (8, 0), (12, 0), (16, 0), (20, 0), (24, 0), (0, 4), (4, 4), (8, 4), (12, 4), (16, 4), (20, 4), (24, 4), (0, 8), (4, 8), (8, 8), (12, 8), (16, 8), (20, 8), (24, 8), (0, 12), (4, 12), (8, 12), (12, 12), (16, 12), (20, 12), (24, 12), (0, 16), (4, 16), (8, 16), (12, 16), (16, 16), (20, 16), (24, 16), (0, 20), (4, 20), (8, 20), (12, 20), (16, 20), (20, 20), (24, 20), (0, 24), (4, 24), (8, 24), (12, 24), (16, 24), (20, 24), (24, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.50980394333601, 3.2313725724816322, 0, 0, 0, 0, 6.952941255643964, 20.101960925385356, 13.831372641026974, 0, 0, 0, 2.611764743924141, 15.513725649565458, 24.65882373228669, 24.556862898170948, 15.141176521778107, 8.603921614587307, 0, 4.752941250801086, 21.431372741237283, 24.454902173951268, 20.95686289295554, 16.200000070035458, 13.321568753570318, 0, 1.5803921967744827, 13.584313832223415, 10.88235304877162, 1.0078431703150272, 0, 2.0274510122835636, 0, 0, 0, 0, 0, 0, 0]"
9.png,"[(0, 0), (4, 0), (8, 0), (12, 0), (16, 0), (20, 0), (24, 0), (0, 4), (4, 4), (8, 4), (12, 4), (16, 4), (20, 4), (24, 4), (0, 8), (4, 8), (8, 8), (12, 8), (16, 8), (20, 8), (24, 8), (0, 12), (4, 12), (8, 12), (12, 12), (16, 12), (20, 12), (24, 12), (0, 16), (4, 16), (8, 16), (12, 16), (16, 16), (20, 16), (24, 16), (0, 20), (4, 20), (8, 20), (12, 20), (16, 20), (20, 20), (24, 20), (0, 24), (4, 24), (8, 24), (12, 24), (16, 24), (20, 24), (24, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.376470597460866, 3.8627451453357935, 2.1607843413949013, 0, 0, 0, 0.5137255191802979, 11.11764713563025, 15.827451093122363, 7.376470644026995, 4.298039235174656, 0, 0, 7.588235393166542, 22.227451154962182, 26.403921766206622, 17.12156878784299, 6.737254984676838, 0, 0, 8.196078527718782, 20.14509821496904, 26.196078596636653, 11.376470696181059, 0.5058823823928833, 0, 8.878431528806686, 16.807843362912536, 14.454902103170753, 8.729411844164133, 1.8431372828781605, 0, 0, 7.5921569764614105, 7.827451096847653, 0.6862745303660631, 0, 0, 0]"
