0,1,2
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822152811_20190822153054_tile_1.tif,"[(814, 440), (41, 160), (505, 719), (413, 721), (896, 893), (695, 485), (586, 423), (407, 704), (139, 231), (66, 274)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822152811_20190822153054_tile_2.tif,"[(280, 386), (208, 198), (558, 619), (748, 348), (391, 616), (836, 888), (227, 64), (281, 855), (882, 137), (869, 49)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822152811_20190822153054_tile_3.tif,"[(338, 158), (212, 377), (552, 447), (359, 680), (757, 243), (786, 865), (422, 651), (723, 742), (403, 136), (35, 391)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822152811_20190822153054_tile_4.tif,"[(851, 240), (828, 222), (715, 516), (787, 140), (184, 102), (21, 834), (459, 813), (873, 642), (35, 890), (680, 376)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822152811_20190822153054_tile_5.tif,"[(538, 36), (292, 326), (671, 737), (838, 108), (132, 738), (639, 204), (29, 80), (620, 589), (464, 836), (225, 370)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822152811_20190822153054_tile_6.tif,"[(558, 408), (768, 636), (122, 451), (479, 567), (114, 284), (612, 153), (859, 773), (582, 218), (769, 733), (728, 677)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822152811_20190822153054_tile_7.tif,"[(816, 782), (887, 481), (2, 535), (363, 856), (758, 219), (722, 883), (462, 282), (457, 459), (403, 136), (323, 450)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190804120223_20190804120456_tile_58.tif,"[(183, 134), (356, 512), (779, 99), (272, 578), (669, 129), (101, 258), (299, 865), (507, 457), (251, 662), (842, 18)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190804120223_20190804120456_tile_60.tif,"[(574, 762), (406, 579), (213, 298), (859, 335), (2, 456), (291, 764), (795, 291), (724, 435), (840, 473), (251, 682)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190804120223_20190804120456_tile_62.tif,"[(358, 78), (714, 491), (775, 399), (527, 348), (300, 529), (411, 219), (85, 547), (164, 117), (795, 568), (529, 526)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190804120223_20190804120456_tile_63.tif,"[(137, 132), (455, 423), (644, 715), (549, 187), (241, 817), (120, 450), (825, 799), (728, 583), (433, 134), (450, 568)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190804120223_20190804120456_tile_64.tif,"[(357, 821), (826, 608), (175, 776), (869, 562), (220, 315), (654, 78), (93, 398), (179, 636), (309, 314), (790, 554)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190804120223_20190804120456_tile_65.tif,"[(65, 161), (92, 874), (24, 202), (176, 645), (155, 627), (171, 70), (521, 679), (726, 320), (570, 790), (249, 584)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
