image,pins,outputs
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822152811_20190822153054_tile_1.tif,"[(78, 33), (26, 95), (34, 9), (64, 49), (40, 55), (19, 30), (69, 12), (97, 1), (88, 15), (29, 51), (2, 34), (61, 77), (15, 39), (35, 72), (69, 57), (40, 35), (1, 91), (35, 16), (41, 25), (41, 2), (82, 91), (56, 96), (77, 60), (56, 45), (89, 76), (83, 45), (44, 8), (65, 96), (88, 38), (33, 24), (22, 46), (95, 97), (77, 22), (43, 30), (81, 83), (32, 3), (58, 34), (64, 12), (24, 49), (20, 52), (69, 83), (31, 66), (14, 1), (32, 36), (38, 9), (48, 88), (6, 86), (47, 55), (39, 65), (31, 99), (58, 36), (83, 91), (60, 42), (50, 21), (24, 23), (69, 28), (64, 10), (37, 2), (99, 30), (81, 44), (54, 18), (75, 10), (73, 42), (81, 44), (100, 26), (65, 5), (58, 44), (38, 14), (4, 77), (93, 94), (82, 85), (17, 64), (42, 30), (43, 56), (40, 19), (35, 12), (66, 43), (71, 78), (43, 18), (65, 39), (32, 50), (27, 44), (69, 32), (20, 94), (38, 14), (77, 46), (23, 18), (62, 62), (33, 21), (13, 13), (8, 61), (41, 1), (82, 53), (58, 3), (33, 98), (64, 4), (56, 80), (92, 24), (39, 12), (77, 36)]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 0, 0, 2, 0, 1, 0, 2, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822152811_20190822153054_tile_2.tif,"[(2, 59), (96, 85), (55, 15), (33, 26), (28, 39), (49, 31), (94, 64), (33, 92), (29, 0), (18, 95), (22, 15), (2, 28), (15, 85), (1, 27), (54, 17), (58, 79), (88, 78), (34, 15), (70, 28), (74, 52), (82, 43), (89, 3), (78, 79), (54, 83), (33, 22), (27, 97), (98, 25), (94, 32), (30, 76), (22, 93), (59, 15), (46, 66), (68, 18), (19, 26), (91, 21), (47, 38), (81, 23), (90, 60), (72, 35), (69, 1), (74, 87), (38, 71), (78, 21), (49, 72), (74, 10), (90, 96), (26, 70), (58, 65), (36, 64), (98, 71), (94, 1), (95, 65), (62, 58), (82, 95), (26, 82), (95, 79), (20, 73), (71, 12), (22, 40), (66, 11), (62, 3), (69, 93), (65, 90), (49, 85), (78, 54), (41, 35), (69, 54), (80, 9), (3, 53), (41, 86), (2, 73), (21, 70), (81, 22), (40, 11), (38, 94), (82, 72), (1, 61), (27, 91), (40, 8), (23, 77), (10, 13), (19, 43), (14, 24), (54, 26), (44, 6), (84, 60), (0, 64), (23, 86), (42, 91), (70, 1), (20, 11), (18, 59), (34, 38), (90, 63), (83, 41), (32, 70), (51, 52), (76, 29), (86, 99), (30, 61)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822152811_20190822153054_tile_3.tif,"[(74, 31), (35, 26), (97, 77), (98, 22), (12, 22), (35, 95), (98, 21), (42, 79), (11, 84), (32, 93), (0, 42), (36, 17), (30, 12), (29, 70), (70, 28), (57, 99), (87, 62), (34, 65), (25, 13), (82, 15), (19, 98), (82, 99), (38, 90), (47, 39), (27, 11), (5, 90), (98, 27), (85, 49), (2, 2), (14, 90), (29, 33), (93, 36), (36, 60), (62, 3), (18, 30), (72, 76), (14, 45), (36, 99), (18, 67), (22, 39), (88, 89), (68, 52), (77, 30), (74, 23), (9, 34), (67, 5), (32, 67), (16, 9), (93, 47), (97, 57), (63, 70), (58, 84), (12, 10), (18, 50), (7, 2), (76, 12), (92, 53), (36, 67), (45, 9), (59, 9), (58, 25), (47, 83), (9, 80), (23, 32), (6, 99), (26, 16), (71, 54), (13, 31), (97, 87), (64, 11), (24, 42), (46, 94), (59, 60), (64, 82), (99, 92), (84, 79), (46, 41), (43, 22), (12, 23), (33, 71), (64, 39), (72, 70), (72, 72), (40, 91), (91, 4), (92, 40), (80, 11), (53, 89), (25, 56), (81, 45), (20, 48), (29, 69), (15, 75), (82, 37), (57, 51), (53, 46), (38, 5), (31, 37), (9, 96), (23, 81)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 1, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822152811_20190822153054_tile_4.tif,"[(16, 73), (8, 11), (89, 52), (32, 8), (94, 5), (2, 41), (6, 28), (76, 5), (25, 81), (27, 40), (93, 87), (64, 26), (11, 53), (69, 14), (10, 27), (69, 42), (99, 79), (26, 84), (63, 42), (24, 66), (45, 90), (74, 71), (49, 55), (31, 40), (17, 59), (48, 12), (31, 25), (18, 68), (80, 80), (54, 45), (72, 16), (17, 70), (96, 65), (40, 17), (94, 52), (93, 40), (89, 22), (55, 60), (56, 70), (29, 12), (52, 7), (65, 89), (62, 96), (39, 61), (52, 51), (79, 9), (12, 71), (3, 39), (79, 23), (74, 77), (45, 33), (73, 16), (96, 11), (64, 27), (34, 85), (33, 32), (51, 22), (12, 93), (44, 3), (80, 67), (82, 30), (35, 58), (60, 0), (72, 65), (67, 86), (58, 17), (81, 3), (0, 34), (10, 92), (31, 82), (23, 45), (92, 72), (22, 34), (61, 11), (88, 52), (60, 13), (26, 8), (20, 62), (93, 63), (43, 77), (7, 53), (63, 59), (46, 73), (40, 48), (41, 76), (22, 5), (43, 86), (63, 76), (85, 81), (25, 56), (19, 26), (9, 11), (90, 75), (25, 45), (30, 66), (70, 85), (40, 94), (79, 19), (96, 49), (86, 66)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822152811_20190822153054_tile_5.tif,"[(19, 81), (34, 88), (81, 20), (91, 7), (88, 75), (74, 36), (70, 7), (50, 86), (3, 48), (21, 32), (75, 28), (18, 53), (64, 62), (36, 4), (90, 87), (32, 31), (32, 44), (35, 47), (39, 2), (45, 87), (84, 17), (88, 40), (43, 18), (96, 77), (98, 25), (50, 50), (83, 86), (47, 49), (33, 39), (58, 23), (44, 27), (15, 39), (82, 80), (56, 81), (4, 68), (100, 15), (5, 47), (10, 68), (75, 18), (39, 76), (32, 43), (92, 54), (69, 32), (52, 99), (0, 78), (35, 4), (69, 56), (28, 61), (2, 12), (48, 56), (79, 59), (93, 49), (80, 32), (86, 98), (26, 88), (81, 17), (12, 94), (95, 37), (32, 38), (69, 54), (98, 40), (22, 15), (64, 14), (35, 46), (78, 63), (39, 33), (27, 9), (18, 64), (90, 13), (83, 16), (50, 23), (21, 73), (5, 54), (39, 57), (67, 93), (85, 56), (99, 91), (36, 95), (84, 87), (59, 8), (41, 39), (43, 57), (18, 38), (64, 45), (13, 70), (60, 56), (14, 72), (10, 5), (66, 62), (51, 57), (49, 13), (18, 41), (16, 61), (37, 26), (1, 86), (73, 70), (10, 70), (72, 39), (6, 19), (96, 74)]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822152811_20190822153054_tile_6.tif,"[(3, 9), (2, 60), (18, 51), (60, 65), (92, 81), (28, 97), (87, 42), (49, 18), (91, 28), (30, 16), (50, 7), (98, 90), (95, 15), (77, 14), (34, 6), (56, 18), (31, 6), (98, 92), (69, 54), (36, 17), (89, 97), (71, 28), (61, 79), (23, 68), (30, 3), (32, 58), (54, 60), (3, 87), (50, 91), (28, 8), (78, 92), (98, 32), (56, 46), (34, 93), (66, 61), (38, 31), (87, 83), (30, 75), (97, 97), (6, 23), (2, 18), (36, 89), (52, 12), (34, 66), (25, 81), (57, 86), (58, 31), (53, 51), (1, 7), (4, 58), (22, 7), (73, 26), (83, 43), (28, 70), (6, 87), (32, 63), (2, 77), (62, 95), (79, 83), (41, 6), (41, 51), (96, 40), (79, 13), (39, 2), (71, 30), (44, 73), (87, 94), (39, 28), (92, 38), (79, 88), (55, 71), (37, 63), (1, 49), (57, 12), (59, 78), (94, 71), (53, 46), (93, 56), (58, 41), (57, 61), (86, 54), (37, 68), (53, 5), (90, 28), (74, 1), (22, 78), (31, 68), (26, 25), (40, 65), (18, 84), (44, 55), (71, 13), (7, 13), (38, 73), (99, 38), (10, 79), (4, 60), (53, 87), (19, 88), (38, 88)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822152811_20190822153054_tile_7.tif,"[(45, 78), (87, 71), (59, 43), (97, 34), (14, 70), (48, 82), (47, 71), (94, 38), (83, 25), (17, 4), (63, 19), (82, 67), (86, 15), (66, 97), (36, 23), (61, 8), (61, 72), (13, 40), (2, 62), (98, 79), (25, 73), (50, 83), (28, 97), (73, 4), (75, 83), (23, 77), (55, 71), (48, 6), (15, 48), (83, 93), (87, 79), (68, 96), (61, 19), (95, 34), (31, 16), (51, 3), (49, 18), (74, 13), (11, 53), (84, 0), (54, 79), (94, 0), (89, 14), (81, 85), (27, 1), (88, 2), (81, 69), (78, 43), (43, 32), (76, 94), (97, 63), (54, 23), (13, 8), (38, 87), (18, 35), (14, 92), (85, 38), (1, 17), (52, 40), (5, 11), (25, 47), (15, 3), (35, 17), (26, 46), (11, 28), (39, 37), (22, 7), (82, 29), (40, 9), (64, 1), (7, 27), (11, 13), (96, 22), (26, 44), (16, 73), (95, 82), (61, 45), (22, 22), (70, 7), (81, 29), (97, 59), (84, 17), (64, 56), (5, 68), (43, 89), (99, 66), (93, 38), (34, 80), (49, 17), (63, 58), (19, 31), (54, 72), (69, 44), (60, 92), (44, 34), (33, 94), (52, 7), (16, 39), (1, 24), (15, 68)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190804120223_20190804120456_tile_58.tif,"[(33, 50), (56, 33), (7, 94), (61, 62), (38, 8), (86, 21), (40, 1), (29, 30), (63, 99), (15, 35), (67, 53), (26, 88), (6, 33), (18, 2), (56, 45), (84, 10), (17, 7), (9, 26), (40, 96), (84, 11), (15, 41), (52, 87), (56, 18), (77, 66), (42, 87), (35, 42), (36, 21), (5, 67), (91, 91), (4, 22), (61, 5), (62, 47), (48, 11), (11, 17), (7, 19), (83, 57), (78, 47), (41, 42), (46, 64), (33, 26), (26, 41), (76, 2), (80, 8), (79, 38), (24, 60), (54, 28), (52, 76), (45, 22), (76, 54), (79, 5), (1, 93), (58, 70), (61, 45), (37, 36), (39, 19), (37, 12), (41, 51), (25, 37), (46, 7), (78, 35), (19, 92), (5, 43), (92, 60), (22, 89), (15, 37), (86, 87), (77, 78), (94, 75), (67, 77), (17, 47), (11, 4), (12, 65), (79, 83), (30, 49), (54, 6), (29, 58), (94, 5), (11, 88), (69, 69), (0, 71), (9, 60), (83, 65), (69, 3), (58, 91), (65, 38), (46, 20), (49, 36), (83, 99), (50, 10), (58, 64), (36, 67), (83, 12), (26, 97), (10, 21), (51, 73), (50, 70), (66, 95), (61, 21), (2, 25), (42, 60)]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 3, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 2, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190804120223_20190804120456_tile_60.tif,"[(52, 23), (47, 11), (4, 75), (50, 34), (3, 76), (42, 22), (46, 68), (21, 6), (2, 30), (54, 96), (5, 25), (2, 83), (59, 9), (93, 19), (7, 77), (8, 19), (87, 31), (1, 40), (75, 26), (36, 68), (74, 25), (40, 57), (7, 59), (93, 52), (18, 3), (78, 43), (1, 88), (84, 15), (61, 25), (70, 29), (15, 37), (64, 95), (5, 22), (34, 20), (34, 92), (60, 91), (1, 56), (36, 87), (37, 66), (48, 6), (2, 31), (68, 3), (36, 14), (67, 89), (62, 44), (90, 100), (27, 98), (47, 78), (22, 17), (22, 16), (52, 26), (11, 95), (3, 88), (14, 7), (7, 11), (32, 65), (24, 7), (46, 72), (27, 57), (70, 27), (81, 82), (72, 78), (59, 76), (18, 32), (84, 2), (93, 31), (1, 74), (4, 23), (53, 34), (55, 52), (57, 86), (26, 17), (24, 57), (50, 76), (37, 50), (11, 26), (9, 77), (42, 63), (26, 71), (83, 27), (15, 70), (33, 80), (54, 83), (99, 17), (11, 28), (88, 48), (98, 71), (40, 28), (91, 86), (26, 2), (75, 99), (2, 75), (86, 82), (8, 34), (72, 66), (15, 72), (58, 86), (56, 94), (31, 14), (18, 54)]","[0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190804120223_20190804120456_tile_62.tif,"[(24, 45), (34, 65), (4, 72), (98, 36), (0, 93), (36, 22), (40, 67), (37, 46), (55, 99), (76, 52), (68, 39), (93, 65), (2, 32), (21, 47), (60, 75), (87, 76), (59, 4), (99, 93), (70, 5), (36, 43), (56, 91), (12, 40), (51, 92), (61, 56), (16, 19), (92, 86), (4, 28), (77, 89), (47, 5), (57, 27), (12, 46), (51, 93), (11, 43), (17, 89), (91, 58), (48, 9), (5, 48), (59, 73), (53, 24), (90, 90), (91, 27), (21, 19), (59, 35), (34, 90), (10, 27), (30, 87), (45, 64), (64, 27), (86, 37), (72, 92), (7, 40), (38, 50), (53, 14), (11, 82), (17, 64), (20, 86), (33, 70), (56, 6), (59, 86), (27, 53), (72, 6), (73, 32), (43, 60), (19, 3), (11, 3), (69, 92), (53, 23), (42, 28), (48, 88), (60, 45), (13, 94), (43, 29), (73, 68), (45, 35), (3, 2), (69, 80), (99, 7), (55, 82), (45, 26), (57, 58), (18, 92), (48, 41), (53, 2), (28, 2), (2, 72), (22, 32), (4, 80), (2, 76), (92, 67), (43, 80), (100, 55), (47, 87), (1, 67), (48, 76), (32, 94), (4, 29), (57, 17), (6, 46), (80, 27), (17, 77)]","[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 3, 0, 1, 1, 1, 0, 0, 0, 1, 0, 2]"
