image,pins,outputs
0.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 2.1725490391254425, 2.368627481162548, 0, 5.450980454683304, 9.701960884034634, 0, 14.949019693769515, 23.262745276559144, 3.1803921945393085, 19.04705897346139, 14.686274658888578, 0, 20.145098173059523, 22.43137273704633, 20.086274713743478, 23.627451189793646, 2.670588292181492, 0, 13.254902131855488, 3.9176471238024533, 10.968627528753132, 9.788235368207097, 0, 0, 2.6352941542863846, 0.15294118225574493, 0, 0, 0]"
1.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 2.1725490391254425, 2.368627481162548, 0, 5.450980454683304, 9.701960884034634, 0, 14.949019693769515, 23.262745276559144, 3.1803921945393085, 19.04705897346139, 14.686274658888578, 0, 20.145098173059523, 22.43137273704633, 20.086274713743478, 23.627451189793646, 2.670588292181492, 0, 13.254902131855488, 3.9176471238024533, 10.968627528753132, 9.788235368207097, 0, 0, 2.6352941542863846, 0.15294118225574493, 0, 0, 0]"
2.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 2.0862745363265276, 12.26666678674519, 13.384313866496086, 2.4784314185380936, 0, 3.9803921915590763, 20.09803937934339, 15.878431493416429, 26.752941384911537, 10.905882440507412, 0, 22.97254914045334, 20.678431507200003, 2.576470647007227, 17.439215945079923, 3.168627515435219, 0, 15.13725501485169, 20.721568800508976, 18.1411766782403, 7.505882488563657, 0, 0, 0, 2.372549071907997, 2.925490263849497, 0, 0]"
3.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 2.1725490391254425, 2.368627481162548, 0, 5.450980454683304, 9.701960884034634, 0, 14.949019693769515, 23.262745276559144, 3.1803921945393085, 19.04705897346139, 14.686274658888578, 0, 20.145098173059523, 22.43137273704633, 20.086274713743478, 23.627451189793646, 2.670588292181492, 0, 13.254902131855488, 3.9176471238024533, 10.968627528753132, 9.788235368207097, 0, 0, 2.6352941542863846, 0.15294118225574493, 0, 0, 0]"
4.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 2.0862745363265276, 12.26666678674519, 13.384313866496086, 2.4784314185380936, 0, 3.9803921915590763, 20.09803937934339, 15.878431493416429, 26.752941384911537, 10.905882440507412, 0, 22.97254914045334, 20.678431507200003, 2.576470647007227, 17.439215945079923, 3.168627515435219, 0, 15.13725501485169, 20.721568800508976, 18.1411766782403, 7.505882488563657, 0, 0, 0, 2.372549071907997, 2.925490263849497, 0, 0]"
5.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6901961117982864, 0.5960784628987312, 0, 0, 0.533333346247673, 13.137254998087883, 23.521568786352873, 8.886274583637714, 0, 5.478431403636932, 19.890196215361357, 20.80000014603138, 7.470588311553001, 0, 0, 12.870588269084692, 12.396078497171402, 0.5529411770403385, 0, 0, 0, 0, 0, 0, 0, 0]"
6.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6901961117982864, 0.5960784628987312, 0, 0, 0.533333346247673, 13.137254998087883, 23.521568786352873, 8.886274583637714, 0, 5.478431403636932, 19.890196215361357, 20.80000014603138, 7.470588311553001, 0, 0, 12.870588269084692, 12.396078497171402, 0.5529411770403385, 0, 0, 0, 0, 0, 0, 0, 0]"
7.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 3.9647059217095375, 8.603921599686146, 0, 0, 0, 3.035294160246849, 18.11764725856483, 21.313725646585226, 1.3921568989753723, 0.1764705926179886, 0, 10.819607928395271, 26.968627711758018, 23.615686483681202, 16.200000070035458, 10.843137372285128, 0, 5.207843199372292, 15.788235452026129, 2.505882415920496, 0, 2.0274510122835636, 0, 0, 0, 0, 0, 0]"
8.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 4.364705956541002, 15.596078581176698, 1.4509804286062717, 0, 5.407843206077814, 15.160784471780062, 16.121568769216537, 22.513725709170103, 1.1490196380764246, 0, 16.815686393529177, 25.00392174720764, 29.396078664809465, 11.35686286445707, 0, 0, 8.686274575069547, 18.094117761589587, 21.34509825054556, 9.992157030850649, 0, 0, 0, 0, 3.4941176772117615, 5.0509804636240005, 0]"
9.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3529411852359772, 12.341176582500339, 7.917647110298276, 0, 12.670588359236717, 11.698039332404733, 14.058823622763157, 19.48627470806241, 17.00784320384264, 0, 23.996078595519066, 26.560784559696913, 31.694117788225412, 24.22352960705757, 7.007843222469091, 0, 18.40784320794046, 27.537255039438605, 16.988235395401716, 10.090196166187525, 0.0313725508749485, 0, 0.517647061496973, 0.49019608087837696, 0, 0, 0]"
